(-7475, 11151, -1490)
(-7532, 11229, -1589)
(-7589, 11307, -1688)
(-7646, 11385, -1787)
(-7703, 11463, -1886)
(-7760, 11541, -1985)
(-7817, 11619, -2084)
(-7874, 11697, -2183)
(-7931, 11775, -2282)
(-7988, 11853, -2381)
(-8045, 11931, -2480)
(-8102, 12009, -2579)
(-8159, 12087, -2678)
(-8216, 12165, -2777)
(-8273, 12243, -2876)
(-8330, 12321, -2975)
(-8387, 12399, -3074)
(-8444, 12477, -3173)
(-8501, 12555, -3272)
(-8558, 12633, -3371)
(-8615, 12711, -3470)
(-8672, 12789, -3569)
(-8729, 12867, -3668)
(-8786, 12945, -3767)
(-8843, 13023, -3866)
(-8900, 13101, -3965)
(-8957, 13179, -4064)
(-9014, 13257, -4163)
(-9071, 13335, -4262)
(-9128, 13413, -4361)
(-9185, 13491, -4460)
(-9242, 13569, -4559)
(-9299, 13647, -4658)
(-9356, 13725, -4757)
(-9413, 13803, -4856)
(-9470, 13881, -4955)
(-9527, 13959, -5054)
(-9584, 14037, -5153)
(-9641, 14115, -5252)
(-9698, 14193, -5351)
(-9755, 14271, -5450)
(-9812, 14349, -5549)
(-4120, 6549, 4202)
(-4177, 6627, 4103)
(-4234, 6705, 4004)
(-4291, 6783, 3905)
(-4348, 6861, 3806)
(-4405, 6939, 3707)
(-4462, 7017, 3608)
(-4519, 7095, 3509)
(-4576, 7173, 3410)
(-4633, 7251, 3311)
(-4690, 7329, 3212)
(-4747, 7407, 3113)
(-4804, 7485, 3014)
(-4861, 7563, 2915)
(-4918, 7641, 2816)
(-4975, 7719, 2717)
(-5032, 7797, 2618)
(-5089, 7875, 2519)
(-5146, 7953, 2420)
(-5203, 8031, 2321)
(-5260, 8109, 2222)
(-5317, 8187, 2123)
(-5374, 8265, 2024)
(-5431, 8343, 1925)
(-5488, 8421, 1826)
(-5545, 8499, 1727)
(-5602, 8577, 1628)
(-5659, 8655, 1529)
(-5716, 8733, 1430)
(-5773, 8811, 1331)
(-5830, 8889, 1232)
(-5887, 8967, 1133)
(-5944, 9045, 1034)
(-6001, 9123, 935)
(-6058, 9201, 836)
(-6115, 9279, 737)
(-6172, 9357, 638)
(-6229, 9435, 539)
(-6286, 9513, 440)
(-6343, 9591, 341)
(-6400, 9669, 242)
(-6457, 9747, 143)
(-6514, 9825, 44)
(-6571, 9903, -55)
(-6628, 9981, -154)
(-6685, 10059, -253)
(-6742, 10137, -352)
(-6799, 10215, -451)
(-6856, 10293, -550)
(-6913, 10371, -649)
(-6970, 10449, -748)
(-7027, 10527, -847)
(-7084, 10605, -946)
(-7141, 10683, -1045)
(-7198, 10761, -1144)
(-7255, 10839, -1243)
(-7312, 10917, -1342)
(-7369, 10995, -1441)
(-7426, 11073, -1540)
(-7483, 11151, -1639)
(-7540, 11229, -1738)
(-7597, 11307, -1837)
(-7654, 11385, -1936)
(-7711, 11463, -2035)
(-7768, 11541, -2134)
(-7825, 11619, -2233)
(-7882, 11697, -2332)
(-7939, 11775, -2431)
(-7996, 11853, -2530)
(-8053, 11931, -2629)
(-8110, 12009, -2728)
(-8167, 12087, -2827)
(-8224, 12165, -2926)
(-8281, 12243, -3025)
(-8338, 12321, -3124)
(-8395, 12399, -3223)
(-8452, 12477, -3322)
(-8509, 12555, -3421)
(-8566, 12633, -3520)
(-8623, 12711, -3619)
(-8680, 12789, -3718)
(-8737, 12867, -3817)
(-8794, 12945, -3916)
(-8851, 13023, -4015)
(-8908, 13101, -4114)
(-8965, 13179, -4213)
(-9022, 13257, -4312)
(-9079, 13335, -4411)
(-9136, 13413, -4510)
(-9193, 13491, -4609)
(-9250, 13569, -4708)
(-9307, 13647, -4807)
(-9364, 13725, -4906)
(-9421, 13803, -5005)
(-9478, 13881, -5104)
(-9535, 13959, -5203)
(-9592, 14037, -5302)
(-9649, 14115, -5401)
(-9706, 14193, -5500)
(-9763, 14271, -5599)
(-4071, 6471, 4152)
(-4128, 6549, 4053)
(-4185, 6627, 3954)
(-4242, 6705, 3855)
(-4299, 6783, 3756)
(-4356, 6861, 3657)
(-4413, 6939, 3558)
(-4470, 7017, 3459)
(-4527, 7095, 3360)
(-4584, 7173, 3261)
(-4641, 7251, 3162)
(-4698, 7329, 3063)
(-4755, 7407, 2964)
(-4812, 7485, 2865)
(-4869, 7563, 2766)
(-4926, 7641, 2667)
(-4983, 7719, 2568)
(-5040, 7797, 2469)
(-5097, 7875, 2370)
(-5154, 7953, 2271)
(-5211, 8031, 2172)
(-5268, 8109, 2073)
(-5325, 8187, 1974)
(-5382, 8265, 1875)
(-5439, 8343, 1776)
(-5496, 8421, 1677)
(-5553, 8499, 1578)
(-5610, 8577, 1479)
(-5667, 8655, 1380)
(-5724, 8733, 1281)
(-5781, 8811, 1182)
(-5838, 8889, 1083)
(-5895, 8967, 984)
(-5952, 9045, 885)
(-6009, 9123, 786)
(-6066, 9201, 687)
(-6123, 9279, 588)
(-6180, 9357, 489)
(-6237, 9435, 390)
(-6294, 9513, 291)
(-6351, 9591, 192)
(-6408, 9669, 93)
(-6465, 9747, -6)
(-6522, 9825, -105)
(-6579, 9903, -204)
(-6636, 9981, -303)
(-6693, 10059, -402)
(-6750, 10137, -501)
(-6807, 10215, -600)
(-6864, 10293, -699)
(-6921, 10371, -798)
(-6978, 10449, -897)
(-7035, 10527, -996)
(-7092, 10605, -1095)
(-7149, 10683, -1194)
(-7206, 10761, -1293)
(-7263, 10839, -1392)
(-7320, 10917, -1491)
(-7377, 10995, -1590)
(-7434, 11073, -1689)
(-7491, 11151, -1788)
(-7548, 11229, -1887)
(-7605, 11307, -1986)
(-7662, 11385, -2085)
(-7719, 11463, -2184)
(-7776, 11541, -2283)
(-7833, 11619, -2382)
(-7890, 11697, -2481)
(-7947, 11775, -2580)
(-8004, 11853, -2679)
(-8061, 11931, -2778)
(-8118, 12009, -2877)
(-8175, 12087, -2976)
(-8232, 12165, -3075)
(-8289, 12243, -3174)
(-8346, 12321, -3273)
(-8403, 12399, -3372)
(-8460, 12477, -3471)
(-8517, 12555, -3570)
(-8574, 12633, -3669)
(-8631, 12711, -3768)
(-8688, 12789, -3867)
(-8745, 12867, -3966)
(-8802, 12945, -4065)
(-8859, 13023, -4164)
(-8916, 13101, -4263)
(-8973, 13179, -4362)
(-9030, 13257, -4461)
(-9087, 13335, -4560)
(-9144, 13413, -4659)
(-9201, 13491, -4758)
(-9258, 13569, -4857)
(-9315, 13647, -4956)
(-9372, 13725, -5055)
(-9429, 13803, -5154)
(-9486, 13881, -5253)
(-9543, 13959, -5352)
(-9600, 14037, -5451)
(-9657, 14115, -5550)
(-9714, 14193, -5649)
(-4022, 6393, 4102)
(-4079, 6471, 4003)
(-4136, 6549, 3904)
(-4193, 6627, 3805)
(-4250, 6705, 3706)
(-4307, 6783, 3607)
(-4364, 6861, 3508)
(-4421, 6939, 3409)
(-4478, 7017, 3310)
(-4535, 7095, 3211)
(-4592, 7173, 3112)
(-4649, 7251, 3013)
(-4706, 7329, 2914)
(-4763, 7407, 2815)
(-4820, 7485, 2716)
(-4877, 7563, 2617)
(-4934, 7641, 2518)
(-4991, 7719, 2419)
(-5048, 7797, 2320)
(-5105, 7875, 2221)
(-5162, 7953, 2122)
(-5219, 8031, 2023)
(-5276, 8109, 1924)
(-5333, 8187, 1825)
(-5390, 8265, 1726)
(-5447, 8343, 1627)
(-5504, 8421, 1528)
(-5561, 8499, 1429)
(-5618, 8577, 1330)
(-5675, 8655, 1231)
(-5732, 8733, 1132)
(-5789, 8811, 1033)
(-5846, 8889, 934)
(-5903, 8967, 835)
(-5960, 9045, 736)
(-6017, 9123, 637)
(-6074, 9201, 538)
(-6131, 9279, 439)
(-6188, 9357, 340)
(-6245, 9435, 241)
(-6302, 9513, 142)
(-6359, 9591, 43)
(-6416, 9669, -56)
(-6473, 9747, -155)
(-6530, 9825, -254)
(-6587, 9903, -353)
(-6644, 9981, -452)
(-6701, 10059, -551)
(-6758, 10137, -650)
(-6815, 10215, -749)
(-6872, 10293, -848)
(-6929, 10371, -947)
(-6986, 10449, -1046)
(-7043, 10527, -1145)
(-7100, 10605, -1244)
(-7157, 10683, -1343)
(-7214, 10761, -1442)
(-7271, 10839, -1541)
(-7328, 10917, -1640)
(-7385, 10995, -1739)
(-7442, 11073, -1838)
(-7499, 11151, -1937)
(-7556, 11229, -2036)
(-7613, 11307, -2135)
(-7670, 11385, -2234)
(-7727, 11463, -2333)
(-7784, 11541, -2432)
(-7841, 11619, -2531)
(-7898, 11697, -2630)
(-7955, 11775, -2729)
(-8012, 11853, -2828)
(-8069, 11931, -2927)
(-8126, 12009, -3026)
(-8183, 12087, -3125)
(-8240, 12165, -3224)
(-8297, 12243, -3323)
(-8354, 12321, -3422)
(-8411, 12399, -3521)
(-8468, 12477, -3620)
(-8525, 12555, -3719)
(-8582, 12633, -3818)
(-8639, 12711, -3917)
(-8696, 12789, -4016)
(-8753, 12867, -4115)
(-8810, 12945, -4214)
(-8867, 13023, -4313)
(-8924, 13101, -4412)
(-8981, 13179, -4511)
(-9038, 13257, -4610)
(-9095, 13335, -4709)
(-9152, 13413, -4808)
(-9209, 13491, -4907)
(-9266, 13569, -5006)
(-9323, 13647, -5105)
(-9380, 13725, -5204)
(-9437, 13803, -5303)
(-9494, 13881, -5402)
(-9551, 13959, -5501)
(-9608, 14037, -5600)
(-9665, 14115, -5699)
(-3973, 6315, 4052)
(-4030, 6393, 3953)
(-4087, 6471, 3854)
(-4144, 6549, 3755)
(-4201, 6627, 3656)
(-4258, 6705, 3557)
(-4315, 6783, 3458)
(-4372, 6861, 3359)
(-4429, 6939, 3260)
(-4486, 7017, 3161)
(-4543, 7095, 3062)
(-4600, 7173, 2963)
(-4657, 7251, 2864)
(-4714, 7329, 2765)
(-4771, 7407, 2666)
(-4828, 7485, 2567)
(-4885, 7563, 2468)
(-4942, 7641, 2369)
(-4999, 7719, 2270)
(-5056, 7797, 2171)
(-5113, 7875, 2072)
(-5170, 7953, 1973)
(-5227, 8031, 1874)
(-5284, 8109, 1775)
(-5341, 8187, 1676)
(-5398, 8265, 1577)
(-5455, 8343, 1478)
(-5512, 8421, 1379)
(-5569, 8499, 1280)
(-5626, 8577, 1181)
(-5683, 8655, 1082)
(-5740, 8733, 983)
(-5797, 8811, 884)
(-5854, 8889, 785)
(-5911, 8967, 686)
(-5968, 9045, 587)
(-6025, 9123, 488)
(-6082, 9201, 389)
(-6139, 9279, 290)
(-6196, 9357, 191)
(-6253, 9435, 92)
(-6310, 9513, -7)
(-6367, 9591, -106)
(-6424, 9669, -205)
(-6481, 9747, -304)
(-6538, 9825, -403)
(-6595, 9903, -502)
(-6652, 9981, -601)
(-6709, 10059, -700)
(-6766, 10137, -799)
(-6823, 10215, -898)
(-6880, 10293, -997)
(-6937, 10371, -1096)
(-6994, 10449, -1195)
(-7051, 10527, -1294)
(-7108, 10605, -1393)
(-7165, 10683, -1492)
(-7222, 10761, -1591)
(-7279, 10839, -1690)
(-7336, 10917, -1789)
(-7393, 10995, -1888)
(-7450, 11073, -1987)
(-7507, 11151, -2086)
(-7564, 11229, -2185)
(-7621, 11307, -2284)
(-7678, 11385, -2383)
(-7735, 11463, -2482)
(-7792, 11541, -2581)
(-7849, 11619, -2680)
(-7906, 11697, -2779)
(-7963, 11775, -2878)
(-8020, 11853, -2977)
(-8077, 11931, -3076)
(-8134, 12009, -3175)
(-8191, 12087, -3274)
(-8248, 12165, -3373)
(-8305, 12243, -3472)
(-8362, 12321, -3571)
(-8419, 12399, -3670)
(-8476, 12477, -3769)
(-8533, 12555, -3868)
(-8590, 12633, -3967)
(-8647, 12711, -4066)
(-8704, 12789, -4165)
(-8761, 12867, -4264)
(-8818, 12945, -4363)
(-8875, 13023, -4462)
(-8932, 13101, -4561)
(-8989, 13179, -4660)
(-9046, 13257, -4759)
(-9103, 13335, -4858)
(-9160, 13413, -4957)
(-9217, 13491, -5056)
(-9274, 13569, -5155)
(-9331, 13647, -5254)
(-9388, 13725, -5353)
(-9445, 13803, -5452)
(-9502, 13881, -5551)
(-9559, 13959, -5650)
(-9616, 14037, -5749)
(-3924, 6237, 4002)
(-3981, 6315, 3903)
(-4038, 6393, 3804)
(-4095, 6471, 3705)
(-4152, 6549, 3606)
(-4209, 6627, 3507)
(-4266, 6705, 3408)
(-4323, 6783, 3309)
(-4380, 6861, 3210)
(-4437, 6939, 3111)
(-4494, 7017, 3012)
(-4551, 7095, 2913)
(-4608, 7173, 2814)
(-4665, 7251, 2715)
(-4722, 7329, 2616)
(-4779, 7407, 2517)
(-4836, 7485, 2418)
(-4893, 7563, 2319)
(-4950, 7641, 2220)
(-5007, 7719, 2121)
(-5064, 7797, 2022)
(-5121, 7875, 1923)
(-5178, 7953, 1824)
(-5235, 8031, 1725)
(-5292, 8109, 1626)
(-5349, 8187, 1527)
(-5406, 8265, 1428)
(-5463, 8343, 1329)
(-5520, 8421, 1230)
(-5577, 8499, 1131)
(-5634, 8577, 1032)
(-5691, 8655, 933)
(-5748, 8733, 834)
(-5805, 8811, 735)
(-5862, 8889, 636)
(-5919, 8967, 537)
(-5976, 9045, 438)
(-6033, 9123, 339)
(-6090, 9201, 240)
(-6147, 9279, 141)
(-6204, 9357, 42)
(-6261, 9435, -57)
(-6318, 9513, -156)
(-6375, 9591, -255)
(-6432, 9669, -354)
(-6489, 9747, -453)
(-6546, 9825, -552)
(-6603, 9903, -651)
(-6660, 9981, -750)
(-6717, 10059, -849)
(-6774, 10137, -948)
(-6831, 10215, -1047)
(-6888, 10293, -1146)
(-6945, 10371, -1245)
(-7002, 10449, -1344)
(-7059, 10527, -1443)
(-7116, 10605, -1542)
(-7173, 10683, -1641)
(-7230, 10761, -1740)
(-7287, 10839, -1839)
(-7344, 10917, -1938)
(-7401, 10995, -2037)
(-7458, 11073, -2136)
(-7515, 11151, -2235)
(-7572, 11229, -2334)
(-7629, 11307, -2433)
(-7686, 11385, -2532)
(-7743, 11463, -2631)
(-7800, 11541, -2730)
(-7857, 11619, -2829)
(-7914, 11697, -2928)
(-7971, 11775, -3027)
(-8028, 11853, -3126)
(-8085, 11931, -3225)
(-8142, 12009, -3324)
(-8199, 12087, -3423)
(-8256, 12165, -3522)
(-8313, 12243, -3621)
(-8370, 12321, -3720)
(-8427, 12399, -3819)
(-8484, 12477, -3918)
(-8541, 12555, -4017)
(-8598, 12633, -4116)
(-8655, 12711, -4215)
(-8712, 12789, -4314)
(-8769, 12867, -4413)
(-8826, 12945, -4512)
(-8883, 13023, -4611)
(-8940, 13101, -4710)
(-8997, 13179, -4809)
(-9054, 13257, -4908)
(-9111, 13335, -5007)
(-9168, 13413, -5106)
(-9225, 13491, -5205)
(-9282, 13569, -5304)
(-9339, 13647, -5403)
(-9396, 13725, -5502)
(-9453, 13803, -5601)
(-9510, 13881, -5700)
(-9567, 13959, -5799)
(-3875, 6159, 3952)
(-3932, 6237, 3853)
(-3989, 6315, 3754)
(-4046, 6393, 3655)
(-4103, 6471, 3556)
(-4160, 6549, 3457)
(-4217, 6627, 3358)
(-4274, 6705, 3259)
(-4331, 6783, 3160)
(-4388, 6861, 3061)
(-4445, 6939, 2962)
(-4502, 7017, 2863)
(-4559, 7095, 2764)
(-4616, 7173, 2665)
